 22 3590.078315 1.280E-26 1.616E+01.06750.081 2645.26290.75-.004653       2 1 1 11       1 1 1 01                    P 39e     3666632431 9 9 711   154.0  158.0
 22 3590.081197 6.340E-30 1.779E+01.07460.101 4043.54440.69-.004108       3 2 2 12       2 2 2 02                    P 16e     3666632431 9 9 711    62.0   66.0
 23 3590.082821 3.200E-30 1.968E-04.07050.093 1565.31030.72-.004357       0 4 4 11       0 2 2 01                    P 25f     3366632430 9 9 711    49.0   51.0
 21 3590.082851 7.284E-27 7.345E-04.07400.100 1454.96860.70-.003265       3 1 1 01       0 2 2 01                    P 17f     3666632429 9 9 711    33.0   35.0
 23 3590.084073 3.200E-30 1.968E-04.07050.093 1565.30900.72-.004357       0 4 4 11       0 2 2 01                    P 25e     3366632430 9 9 711    49.0   51.0
 24 3590.089188 7.456E-30 8.709E+00.05820.065 3483.46400.67-.005561       2 0 0 12       1 0 0 02                    P 76e     3755532432 9 9 711   906.0  918.0
 21 3590.092637 1.619E-30 1.595E-04.06990.091 2968.80300.73-.004404       0 6 6 11       0 4 4 01                    P 27f     3666632429 9 9 711    53.0   55.0
 24 3590.093046 2.594E-27 7.894E+00.06630.076 2159.63840.74-.005044       2 0 0 12       1 0 0 01                    R 45e     3765632432 9 9 711   558.0  546.0
 24 3590.095522 2.298E-30 3.361E-02.06400.070 2522.67390.72-.003926       3 1 1 01       1 0 0 02                    P 57e     3655532432 9 9 711   678.0  690.0
 21 3590.104595 1.119E-28 1.486E+01.05780.065 4669.51860.66-.005584       1 0 0 21       0 0 0 11                    P 77e     3655532429 9 9 711   153.0  155.0
 22 3590.106334 9.880E-28 8.600E+00.06470.071 3110.22200.73-.005031       1 3 3 11       0 3 3 01                    P 54f     3655532431 9 9 711   214.0  218.0
 22 3590.109408 1.310E-28 2.042E-03.06940.089 1686.43370.73-.004206       1 2 2 11       1 0 0 01                    R 28e     3666632431 9 9 711   118.0  114.0
 23 3590.109507 8.052E-29 6.881E-03.06830.085 1697.29650.74-.003530       3 1 1 01       1 0 0 02                    P 34e     3666632432 9 9 711    67.0   69.0
 21 3590.115700 1.543E-29 4.920E-02.06870.087 3726.13570.74-.003314       5 0 0 02       2 1 1 02                    R 31e     3666632429 9 9 711    65.0   63.0
 21 3590.115938 6.429E-23 8.695E+00.06890.088 1648.42100.74-.004282       2 0 0 13       1 0 0 02                    R 30e     4766632429 9 9 711    63.0   61.0
 22 3590.122985 3.200E-30 2.473E+01.07460.101 4251.97240.69-.004108       4 0 0 11       3 0 0 01                    P 16e     3666632431 9 9 711    62.0   66.0
 21 3590.124083 6.058E-30 1.256E-05.07820.107 1984.04590.68-.004000       1 3 3 12       1 1 1 02                    P 11e     3666632429 9 9 711    21.0   23.0
 22 3590.125905 5.370E-28 1.955E+01.08340.114 2936.52060.68-.003740       1 1 1 21       0 1 1 11                    P  6e     3666632431 9 9 711    22.0   26.0
 21 3590.132927 1.408E-26 6.530E+00.06320.069 3457.33290.72-.005605       2 1 1 12       1 1 1 01                    R 59e     4655532429 9 9 711   121.0  119.0
 23 3590.132983 2.122E-27 8.415E+00.06320.069 2604.92880.72-.005180       2 0 0 12       1 0 0 02                    P 60e     4755532432 9 9 711   119.0  121.0
 22 3590.136322 4.110E-29 9.130E+00.06800.084 3692.30090.74-.004578       2 3 3 12       1 3 3 02                    P 36f     3666632431 9 9 711   142.0  146.0
 21 3590.142675 6.317E-29 3.916E-02.06590.075 3467.25980.74-.003765       4 1 1 02       2 0 0 03                    P 48e     3665632429 9 9 711    95.0   97.0
 21 3590.145891 5.613E-28 1.984E-01.06260.068 3408.13550.71-.004409       4 0 0 02       1 1 1 02                    R 61e     3655532429 9 9 711   125.0  123.0
 21 3590.173407 9.483E-29 8.080E+00.05260.063 4615.01080.61-.005906       2 0 0 12       1 0 0 02                    P 92e     3744432429 9 9 711   183.0  185.0
 22 3590.182914 2.640E-29 6.245E-02.06590.075 2817.70940.74-.003765       3 2 2 01       1 1 1 02                    P 48f     3665632431 9 9 711   190.0  194.0
 22 3590.189818 7.010E-29 2.342E+01.07020.092 3708.15640.73-.004339       3 1 1 11       2 1 1 01                    P 26f     3366632430 9 9 711   102.0  106.0
 23 3590.191554 9.694E-30 7.807E+00.06020.066 3730.03290.69-.005422       2 1 1 12       1 1 1 02                    P 70e     3655532432 9 9 711   139.0  141.0
 22 3590.192615 9.100E-30 1.020E+01.07740.105 3793.29270.68-.003999       4 0 0 14       3 0 0 04                    P 12e     3666632431 9 9 711    46.0   50.0
 22 3590.193612 2.790E-30 1.567E+00.06800.084 3883.10880.74-.005595       1 2 2 22       1 3 3 01                    P 36f     3666632431 9 9 711   142.0  146.0
